Source,Target,Type,Weight
484272604,212460773,undirected,1
484272604,215165220,undirected,1
215387332,484272604,undirected,1
216925826,484272604,undirected,1
221958804,484272604,undirected,1
222791548,484272604,undirected,1
484272604,223213903,undirected,1
229072569,484272604,undirected,1
229374340,484272604,undirected,1
484272604,229857837,undirected,1
484272604,230486741,undirected,1
231330641,484272604,undirected,1
484272604,232220566,undirected,1
484272604,234476943,undirected,1
484272604,234782039,undirected,1
235248544,484272604,undirected,1
237699776,484272604,undirected,1
237858484,484272604,undirected,1
484272604,238089999,undirected,1
238257385,484272604,undirected,1
240463194,484272604,undirected,1
241571416,484272604,undirected,1
484272604,242212333,undirected,1
243743425,484272604,undirected,1
247353020,484272604,undirected,1
248977201,484272604,undirected,1
249645841,484272604,undirected,1
252003658,484272604,undirected,1
484272604,254222590,undirected,1
255634200,484272604,undirected,1
258862842,484272604,undirected,1
258983995,484272604,undirected,1
484272604,259492293,undirected,1
484272604,263665054,undirected,1
265182499,484272604,undirected,1
484272604,266079012,undirected,1
266610867,484272604,undirected,1
267459739,484272604,undirected,1
269406482,484272604,undirected,1
270790659,484272604,undirected,1
484272604,271858670,undirected,1
484272604,271859719,undirected,1
484272604,271866358,undirected,1
484272604,276952372,undirected,1
484272604,279966606,undirected,1
484272604,281401991,undirected,1
281671442,484272604,undirected,1
286749912,484272604,undirected,1
287248796,484272604,undirected,1
484272604,287787278,undirected,1
484272604,289214830,undirected,1
289950560,484272604,undirected,1
290452400,484272604,undirected,1
291475844,484272604,undirected,1
484272604,292402749,undirected,1
484272604,293049831,undirected,1
484272604,294510277,undirected,1
484272604,295970973,undirected,1
296389236,484272604,undirected,1
484272604,299788271,undirected,1
484272604,308434893,undirected,1
308948491,484272604,undirected,1
484272604,309159908,undirected,1
309755106,484272604,undirected,1
311081147,484272604,undirected,1
312608908,484272604,undirected,1
318098064,484272604,undirected,1
318756363,484272604,undirected,1
484272604,319167125,undirected,1
319261292,484272604,undirected,1
484272604,320569854,undirected,1
321629426,484272604,undirected,1
323080506,484272604,undirected,1
323833531,484272604,undirected,1
325253905,484272604,undirected,1
484272604,329460365,undirected,1
335412960,484272604,undirected,1
336235410,484272604,undirected,1
337699328,484272604,undirected,1
484272604,337991877,undirected,1
339207032,484272604,undirected,1
339327106,484272604,undirected,1
484272604,339864917,undirected,1
484272604,345130173,undirected,1
484272604,345137341,undirected,1
484272604,345820823,undirected,1
484272604,346059190,undirected,1
484272604,346576789,undirected,1
347721393,484272604,undirected,1
348012196,484272604,undirected,1
484272604,352129399,undirected,1
352512876,484272604,undirected,1
484272604,354046550,undirected,1
354616003,484272604,undirected,1
356189856,484272604,undirected,1
358690684,484272604,undirected,1
484272604,363236623,undirected,1
484272604,366003415,undirected,1
371356617,484272604,undirected,1
484272604,372473678,undirected,1
484272604,372766159,undirected,1
372974362,484272604,undirected,1
374029724,484272604,undirected,1
484272604,376576989,undirected,1
377853420,484272604,undirected,1
484272604,379208758,undirected,1
484272604,379820894,undirected,1
380112114,484272604,undirected,1
484272604,381393983,undirected,1
383719952,484272604,undirected,1
484272604,385589478,undirected,1
484272604,386023325,undirected,1
484272604,390934709,undirected,1
484272604,392197031,undirected,1
392568744,484272604,undirected,1
484272604,403257926,undirected,1
405154458,484272604,undirected,1
484272604,406197477,undirected,1
407668386,484272604,undirected,1
484272604,408462862,undirected,1
410905696,484272604,undirected,1
410993828,484272604,undirected,1
411613795,484272604,undirected,1
416791259,484272604,undirected,1
424830164,484272604,undirected,1
484272604,426320750,undirected,1
428449354,484272604,undirected,1
428911792,484272604,undirected,1
430261937,484272604,undirected,1
432456425,484272604,undirected,1
436168449,484272604,undirected,1
484272604,438328503,undirected,1
484272604,443902727,undirected,1
445827427,484272604,undirected,1
484272604,454563671,undirected,1
484272604,457105183,undirected,1
458588449,484272604,undirected,1
484272604,460843973,undirected,1
462875640,484272604,undirected,1
484272604,471971477,undirected,1
484272604,473273927,undirected,1
473778498,484272604,undirected,1
479511603,484272604,undirected,1
484272604,481851831,undirected,1
487776363,484272604,undirected,1
493194984,484272604,undirected,1
499705499,484272604,undirected,1
484272604,500132989,undirected,1
500491474,484272604,undirected,1
484272604,504529007,undirected,1
484272604,507683900,undirected,1
484272604,509535775,undirected,1
484272604,510872133,undirected,1
484272604,511278215,undirected,1
513535714,484272604,undirected,1
484272604,514081519,undirected,1
521747100,484272604,undirected,1
484272604,522510340,undirected,1
484272604,523113766,undirected,1
484272604,525062639,undirected,1
484272604,529410941,undirected,1
484272604,536261269,undirected,1
538101360,484272604,undirected,1
484272604,540601375,undirected,1
545801115,484272604,undirected,1
484272604,547825686,undirected,1
484272604,549385623,undirected,1
484272604,550929861,undirected,1
551009280,484272604,undirected,1
558131056,484272604,undirected,1
484272604,561250069,undirected,1
562869474,484272604,undirected,1
563780002,484272604,undirected,1
566006113,484272604,undirected,1
484272604,571910510,undirected,1
484272604,573110142,undirected,1
581134096,484272604,undirected,1
581363954,484272604,undirected,1
584700124,484272604,undirected,1
596747601,484272604,undirected,1
484272604,598452548,undirected,1
484272604,600766532,undirected,1
602750347,484272604,undirected,1
484272604,610020221,undirected,1
484272604,611808278,undirected,1
612916754,484272604,undirected,1
617721371,484272604,undirected,1
484272604,632480767,undirected,1
636029308,484272604,undirected,1
645134224,484272604,undirected,1
646441144,484272604,undirected,1
484272604,671013863,undirected,1
477908034,4168815,undirected,1
477908034,5094747,undirected,1
477908034,21789124,undirected,1
477908034,26933079,undirected,1
477908034,38484482,undirected,1
44972609,477908034,undirected,1
49451072,477908034,undirected,1
54582665,477908034,undirected,1
76945857,477908034,undirected,1
91100081,477908034,undirected,1
134300129,477908034,undirected,1
477908034,137163902,undirected,1
142265224,477908034,undirected,1
152084313,477908034,undirected,1
165701082,477908034,undirected,1
477908034,167026925,undirected,1
167540785,477908034,undirected,1
477908034,169182812,undirected,1
477908034,171986143,undirected,1
180279265,477908034,undirected,1
182089984,477908034,undirected,1
477908034,182961031,undirected,1
193151880,477908034,undirected,1
477908034,210436051,undirected,1
477908034,211711298,undirected,1
477908034,211772501,undirected,1
212177569,477908034,undirected,1
216226360,477908034,undirected,1
222515913,477908034,undirected,1
477908034,228010067,undirected,1
477908034,230486741,undirected,1
477908034,235368095,undirected,1
477908034,235582220,undirected,1
235956392,477908034,undirected,1
239640002,477908034,undirected,1
239910624,477908034,undirected,1
477908034,240658851,undirected,1
243770864,477908034,undirected,1
477908034,248672522,undirected,1
477908034,254186981,undirected,1
257071578,477908034,undirected,1
258827312,477908034,undirected,1
477908034,262510738,undirected,1
477908034,268660941,undirected,1
268720905,477908034,undirected,1
477908034,270641778,undirected,1
477908034,274886706,undirected,1
281263209,477908034,undirected,1
281730345,477908034,undirected,1
281744632,477908034,undirected,1
477908034,284470205,undirected,1
477908034,284702524,undirected,1
477908034,288818755,undirected,1
477908034,300759354,undirected,1
301290232,477908034,undirected,1
477908034,307283675,undirected,1
477908034,307517476,undirected,1
477908034,318162863,undirected,1
477908034,319856170,undirected,1
320631657,477908034,undirected,1
477908034,324399516,undirected,1
477908034,329245334,undirected,1
477908034,329280693,undirected,1
334536593,477908034,undirected,1
340483913,477908034,undirected,1
477908034,341359766,undirected,1
344528090,477908034,undirected,1
477908034,351827844,undirected,1
477908034,359475946,undirected,1
477908034,360253007,undirected,1
477908034,361813039,undirected,1
477908034,365577860,undirected,1
477908034,366390074,undirected,1
477908034,371272733,undirected,1
477908034,371780210,undirected,1
477908034,372399631,undirected,1
375139968,477908034,undirected,1
477908034,380163342,undirected,1
477908034,384502357,undirected,1
385179193,477908034,undirected,1
477908034,385568666,undirected,1
388227688,477908034,undirected,1
477908034,390534982,undirected,1
477908034,395654588,undirected,1
477908034,403321107,undirected,1
477908034,403902828,undirected,1
477908034,404712717,undirected,1
477908034,418268349,undirected,1
477908034,418931875,undirected,1
422305096,477908034,undirected,1
477908034,424129045,undirected,1
477908034,429024924,undirected,1
436209912,477908034,undirected,1
477908034,436639477,undirected,1
477908034,439350813,undirected,1
439892785,477908034,undirected,1
477908034,446480084,undirected,1
477908034,447927797,undirected,1
477908034,451565590,undirected,1
477908034,454659348,undirected,1
477908034,464306215,undirected,1
464988488,477908034,undirected,1
477908034,465493132,undirected,1
477908034,470645050,undirected,1
472003616,477908034,undirected,1
477908034,472841155,undirected,1
477908034,473870630,undirected,1
475425416,477908034,undirected,1
477908034,476978347,undirected,1
477908034,479422826,undirected,1
481016185,477908034,undirected,1
477908034,483860543,undirected,1
483940224,477908034,undirected,1
487041714,477908034,undirected,1
477908034,491028439,undirected,1
477908034,491708111,undirected,1
477908034,492356652,undirected,1
477908034,492594239,undirected,1
477908034,492694603,undirected,1
493110393,477908034,undirected,1
477908034,493805446,undirected,1
477908034,494705829,undirected,1
477908034,495502964,undirected,1
477908034,496417670,undirected,1
497173280,477908034,undirected,1
497236640,477908034,undirected,1
477908034,497619083,undirected,1
477908034,497826596,undirected,1
499357768,477908034,undirected,1
477908034,501877974,undirected,1
477908034,507140943,undirected,1
477908034,511081670,undirected,1
517716248,477908034,undirected,1
477908034,524715135,undirected,1
477908034,525852810,undirected,1
477908034,526150406,undirected,1
477908034,529558087,undirected,1
477908034,529624210,undirected,1
477908034,533970231,undirected,1
536906745,477908034,undirected,1
477908034,539421534,undirected,1
539787136,477908034,undirected,1
477908034,541494570,undirected,1
541571137,477908034,undirected,1
559167344,477908034,undirected,1
477908034,564720645,undirected,1
566069880,477908034,undirected,1
477908034,578562189,undirected,1
477908034,591573859,undirected,1
477908034,595825466,undirected,1
477908034,600249511,undirected,1
477908034,670058083,undirected,1
12024482,476578157,undirected,1
154743834,476578157,undirected,1
164155265,476578157,undirected,1
476578157,174412437,undirected,1
195746898,476578157,undirected,1
209196281,476578157,undirected,1
222404524,476578157,undirected,1
476578157,222535349,undirected,1
224561859,476578157,undirected,1
229453816,476578157,undirected,1
230486741,476578157,undirected,1
251568229,476578157,undirected,1
252246451,476578157,undirected,1
256393485,476578157,undirected,1
262318388,476578157,undirected,1
476578157,280661830,undirected,1
476578157,282401919,undirected,1
295359803,476578157,undirected,1
295607818,476578157,undirected,1
303949482,476578157,undirected,1
476578157,311797615,undirected,1
336015923,476578157,undirected,1
359320684,476578157,undirected,1
373543545,476578157,undirected,1
383866154,476578157,undirected,1
391636236,476578157,undirected,1
414060061,476578157,undirected,1
414065835,476578157,undirected,1
421652788,476578157,undirected,1
440781195,476578157,undirected,1
476578157,468185111,undirected,1
476578157,480523621,undirected,1
482004547,476578157,undirected,1
476578157,483200830,undirected,1
500436540,476578157,undirected,1
505096593,476578157,undirected,1
507282244,476578157,undirected,1
508684648,476578157,undirected,1
517692426,476578157,undirected,1
525598764,476578157,undirected,1
548506964,476578157,undirected,1
476578157,552382087,undirected,1
554464000,476578157,undirected,1
476578157,556226103,undirected,1
561532227,476578157,undirected,1
566005747,476578157,undirected,1
587992051,476578157,undirected,1
608289193,476578157,undirected,1
613173147,476578157,undirected,1
476578157,640808366,undirected,1
4614556,475219031,undirected,1
6779606,475219031,undirected,1
7899295,475219031,undirected,1
8041617,475219031,undirected,1
23626336,475219031,undirected,1
25045515,475219031,undirected,1
49084851,475219031,undirected,1
55276771,475219031,undirected,1
77616226,475219031,undirected,1
80575931,475219031,undirected,1
139305453,475219031,undirected,1
140273674,475219031,undirected,1
142840943,475219031,undirected,1
154655171,475219031,undirected,1
165701082,475219031,undirected,1
171986143,475219031,undirected,1
175182746,475219031,undirected,1
177613242,475219031,undirected,1
182094319,475219031,undirected,1
182961031,475219031,undirected,1
194131181,475219031,undirected,1
194449646,475219031,undirected,1
194564104,475219031,undirected,1
195415068,475219031,undirected,1
196743302,475219031,undirected,1
204947989,475219031,undirected,1
209169329,475219031,undirected,1
209883426,475219031,undirected,1
210431625,475219031,undirected,1
210720206,475219031,undirected,1
212781175,475219031,undirected,1
215445649,475219031,undirected,1
217507025,475219031,undirected,1
218085073,475219031,undirected,1
221607316,475219031,undirected,1
222865573,475219031,undirected,1
230486741,475219031,undirected,1
237681053,475219031,undirected,1
239786219,475219031,undirected,1
252241921,475219031,undirected,1
255572207,475219031,undirected,1
263053285,475219031,undirected,1
267285088,475219031,undirected,1
267713320,475219031,undirected,1
270527788,475219031,undirected,1
271645623,475219031,undirected,1
273188719,475219031,undirected,1
278717472,475219031,undirected,1
279621068,475219031,undirected,1
280087439,475219031,undirected,1
280617394,475219031,undirected,1
290784508,475219031,undirected,1
291374138,475219031,undirected,1
293403128,475219031,undirected,1
304017859,475219031,undirected,1
305083951,475219031,undirected,1
318040288,475219031,undirected,1
318515795,475219031,undirected,1
323027359,475219031,undirected,1
323389108,475219031,undirected,1
324258676,475219031,undirected,1
327237776,475219031,undirected,1
327661145,475219031,undirected,1
328445954,475219031,undirected,1
330244657,475219031,undirected,1
330842587,475219031,undirected,1
331789113,475219031,undirected,1
332784402,475219031,undirected,1
340717076,475219031,undirected,1
347119885,475219031,undirected,1
357824669,475219031,undirected,1
358321488,475219031,undirected,1
368880645,475219031,undirected,1
383253048,475219031,undirected,1
384108929,475219031,undirected,1
386430418,475219031,undirected,1
388622573,475219031,undirected,1
389075380,475219031,undirected,1
396091563,475219031,undirected,1
396756062,475219031,undirected,1
397367792,475219031,undirected,1
403096297,475219031,undirected,1
404425720,475219031,undirected,1
404643796,475219031,undirected,1
408238782,475219031,undirected,1
408703537,475219031,undirected,1
410496216,475219031,undirected,1
421604195,475219031,undirected,1
429024924,475219031,undirected,1
431599171,475219031,undirected,1
432031160,475219031,undirected,1
435012350,475219031,undirected,1
435036211,475219031,undirected,1
440342184,475219031,undirected,1
440854746,475219031,undirected,1
445006137,475219031,undirected,1
445617851,475219031,undirected,1
447953720,475219031,undirected,1
448513487,475219031,undirected,1
453016026,475219031,undirected,1
457219165,475219031,undirected,1
459413536,475219031,undirected,1
464776432,475219031,undirected,1
483481782,475219031,undirected,1
486550685,475219031,undirected,1
488803231,475219031,undirected,1
491419503,475219031,undirected,1
492985161,475219031,undirected,1
494069725,475219031,undirected,1
496183969,475219031,undirected,1
505670420,475219031,undirected,1
508109870,475219031,undirected,1
508239298,475219031,undirected,1
517516376,475219031,undirected,1
517519445,475219031,undirected,1
517521583,475219031,undirected,1
520586728,475219031,undirected,1
522420577,475219031,undirected,1
522568696,475219031,undirected,1
522922823,475219031,undirected,1
526903867,475219031,undirected,1
527701845,475219031,undirected,1
529668195,475219031,undirected,1
530950834,475219031,undirected,1
532677239,475219031,undirected,1
538424329,475219031,undirected,1
539766569,475219031,undirected,1
539775873,475219031,undirected,1
539858669,475219031,undirected,1
546441768,475219031,undirected,1
555798950,475219031,undirected,1
568764733,475219031,undirected,1
573509306,475219031,undirected,1
585325337,475219031,undirected,1
586785423,475219031,undirected,1
587990755,475219031,undirected,1
636201615,475219031,undirected,1
657241605,475219031,undirected,1
660891640,475219031,undirected,1
678445890,475219031,undirected,1
678950920,475219031,undirected,1
3067609,475109647,undirected,1
4168815,475109647,undirected,1
4287447,475109647,undirected,1
4614940,475109647,undirected,1
6779606,475109647,undirected,1
7930728,475109647,undirected,1
11511163,475109647,undirected,1
15005914,475109647,undirected,1
17856626,475109647,undirected,1
25077570,475109647,undirected,1
31162324,475109647,undirected,1
32094115,475109647,undirected,1
44599110,475109647,undirected,1
51173237,475109647,undirected,1
53316375,475109647,undirected,1
66324654,475109647,undirected,1
84840483,475109647,undirected,1
93188647,475109647,undirected,1
96798814,475109647,undirected,1
100816415,475109647,undirected,1
112814423,475109647,undirected,1
121287168,475109647,undirected,1
142861540,475109647,undirected,1
143923038,475109647,undirected,1
151745025,475109647,undirected,1
157269878,475109647,undirected,1
160933455,475109647,undirected,1
161575160,475109647,undirected,1
173017201,475109647,undirected,1
182089984,475109647,undirected,1
182220393,475109647,undirected,1
183868467,475109647,undirected,1
186198127,475109647,undirected,1
186512021,475109647,undirected,1
190965708,475109647,undirected,1
194131181,475109647,undirected,1
194479259,475109647,undirected,1
209169329,475109647,undirected,1
210331353,475109647,undirected,1
212177569,475109647,undirected,1
212781175,475109647,undirected,1
219629233,475109647,undirected,1
228010067,475109647,undirected,1
230486741,475109647,undirected,1
235582220,475109647,undirected,1
237795130,475109647,undirected,1
241184450,475109647,undirected,1
244655148,475109647,undirected,1
244886902,475109647,undirected,1
250357624,475109647,undirected,1
254245122,475109647,undirected,1
257071578,475109647,undirected,1
257466891,475109647,undirected,1
259369534,475109647,undirected,1
261806419,475109647,undirected,1
265664171,475109647,undirected,1
272826132,475109647,undirected,1
276691542,475109647,undirected,1
278317145,475109647,undirected,1
288768168,475109647,undirected,1
291924741,475109647,undirected,1
292047167,475109647,undirected,1
295689417,475109647,undirected,1
301290232,475109647,undirected,1
301693422,475109647,undirected,1
304914817,475109647,undirected,1
306060013,475109647,undirected,1
306189263,475109647,undirected,1
311338832,475109647,undirected,1
312115832,475109647,undirected,1
318207963,475109647,undirected,1
323712156,475109647,undirected,1
334536593,475109647,undirected,1
335212080,475109647,undirected,1
336490160,475109647,undirected,1
340717076,475109647,undirected,1
342262161,475109647,undirected,1
353258049,475109647,undirected,1
358768370,475109647,undirected,1
359084022,475109647,undirected,1
365577860,475109647,undirected,1
371272733,475109647,undirected,1
372452347,475109647,undirected,1
374324561,475109647,undirected,1
383253048,475109647,undirected,1
384502357,475109647,undirected,1
385179193,475109647,undirected,1
386869248,475109647,undirected,1
390709871,475109647,undirected,1
397445945,475109647,undirected,1
401374448,475109647,undirected,1
403142107,475109647,undirected,1
403902828,475109647,undirected,1
404712717,475109647,undirected,1
406259898,475109647,undirected,1
408629537,475109647,undirected,1
416196764,475109647,undirected,1
416851268,475109647,undirected,1
418268349,475109647,undirected,1
418692661,475109647,undirected,1
422305096,475109647,undirected,1
436639477,475109647,undirected,1
446237479,475109647,undirected,1
448339892,475109647,undirected,1
451203088,475109647,undirected,1
451605512,475109647,undirected,1
456462501,475109647,undirected,1
456705310,475109647,undirected,1
458671976,475109647,undirected,1
464988488,475109647,undirected,1
465321156,475109647,undirected,1
470215700,475109647,undirected,1
471870089,475109647,undirected,1
476978347,475109647,undirected,1
479422826,475109647,undirected,1
480582600,475109647,undirected,1
482261693,475109647,undirected,1
492451922,475109647,undirected,1
495502964,475109647,undirected,1
496417670,475109647,undirected,1
499357768,475109647,undirected,1
507140943,475109647,undirected,1
508129556,475109647,undirected,1
508239298,475109647,undirected,1
513446085,475109647,undirected,1
517716248,475109647,undirected,1
520430517,475109647,undirected,1
523586952,475109647,undirected,1
529021251,475109647,undirected,1
529273012,475109647,undirected,1
529558087,475109647,undirected,1
529624210,475109647,undirected,1
531463786,475109647,undirected,1
533013709,475109647,undirected,1
535707102,475109647,undirected,1
539421534,475109647,undirected,1
539431203,475109647,undirected,1
541494570,475109647,undirected,1
554553579,475109647,undirected,1
562984932,475109647,undirected,1
572200828,475109647,undirected,1
573056834,475109647,undirected,1
578478153,475109647,undirected,1
591573859,475109647,undirected,1
593504914,475109647,undirected,1
599935734,475109647,undirected,1
607522083,475109647,undirected,1
608076905,475109647,undirected,1
611421688,475109647,undirected,1
625884531,475109647,undirected,1
658318356,475109647,undirected,1
474626643,353157,undirected,1
474626643,1176094,undirected,1
474626643,4684467,undirected,1
7837520,474626643,undirected,1
10266033,474626643,undirected,1
10490106,474626643,undirected,1
10663226,474626643,undirected,1
474626643,18948460,undirected,1
474626643,21421927,undirected,1
474626643,33413219,undirected,1
474626643,36952230,undirected,1
42597049,474626643,undirected,1
117985587,474626643,undirected,1
133580432,474626643,undirected,1
474626643,137108556,undirected,1
474626643,138943284,undirected,1
474626643,140818212,undirected,1
160938265,474626643,undirected,1
165397232,474626643,undirected,1
474626643,167206355,undirected,1
474626643,167465198,undirected,1
178523288,474626643,undirected,1
188447768,474626643,undirected,1
474626643,190195646,undirected,1
474626643,201980508,undirected,1
474626643,202171918,undirected,1
218741888,474626643,undirected,1
474626643,221558219,undirected,1
223910594,474626643,undirected,1
227807562,474626643,undirected,1
474626643,227978175,undirected,1
474626643,230486741,undirected,1
474626643,232953685,undirected,1
474626643,240447860,undirected,1
474626643,240664014,undirected,1
252920240,474626643,undirected,1
260936225,474626643,undirected,1
474626643,264568861,undirected,1
474626643,266914598,undirected,1
273228201,474626643,undirected,1
279073153,474626643,undirected,1
289506146,474626643,undirected,1
474626643,289685679,undirected,1
296245906,474626643,undirected,1
308611424,474626643,undirected,1
474626643,312808652,undirected,1
320049841,474626643,undirected,1
325098842,474626643,undirected,1
327175928,474626643,undirected,1
474626643,330648052,undirected,1
338344985,474626643,undirected,1
340802530,474626643,undirected,1
474626643,341794727,undirected,1
474626643,344182135,undirected,1
474626643,346694780,undirected,1
369050370,474626643,undirected,1
474626643,379418519,undirected,1
474626643,386904275,undirected,1
474626643,390107582,undirected,1
406599624,474626643,undirected,1
474626643,409593957,undirected,1
474626643,415099884,undirected,1
474626643,415822926,undirected,1
416563336,474626643,undirected,1
474626643,421584724,undirected,1
428935712,474626643,undirected,1
474626643,444208613,undirected,1
474626643,444515860,undirected,1
448457232,474626643,undirected,1
455319696,474626643,undirected,1
474626643,455579365,undirected,1
455684312,474626643,undirected,1
474626643,460814406,undirected,1
461789666,474626643,undirected,1
474626643,467163607,undirected,1
474626643,476190851,undirected,1
474626643,480700165,undirected,1
489521554,474626643,undirected,1
474626643,498410403,undirected,1
499882650,474626643,undirected,1
474626643,500460870,undirected,1
474626643,501351541,undirected,1
474626643,501877974,undirected,1
474626643,507060932,undirected,1
519548312,474626643,undirected,1
521154753,474626643,undirected,1
474626643,527002060,undirected,1
474626643,531963860,undirected,1
474626643,532427030,undirected,1
474626643,534464365,undirected,1
474626643,535963607,undirected,1
474626643,541688695,undirected,1
474626643,546067988,undirected,1
546789899,474626643,undirected,1
547489202,474626643,undirected,1
547694065,474626643,undirected,1
474626643,550255868,undirected,1
550929776,474626643,undirected,1
552058801,474626643,undirected,1
557292066,474626643,undirected,1
474626643,560761078,undirected,1
561699611,474626643,undirected,1
562740528,474626643,undirected,1
567236674,474626643,undirected,1
474626643,573366846,undirected,1
468330478,133968902,undirected,1
468330478,170817495,undirected,1
178034286,468330478,undirected,1
178862649,468330478,undirected,1
215161443,468330478,undirected,1
468330478,217498391,undirected,1
228928657,468330478,undirected,1
230486741,468330478,undirected,1
240200989,468330478,undirected,1
254257363,468330478,undirected,1
272991497,468330478,undirected,1
274835438,468330478,undirected,1
276729518,468330478,undirected,1
301760008,468330478,undirected,1
318355368,468330478,undirected,1
329467312,468330478,undirected,1
360173817,468330478,undirected,1
363801796,468330478,undirected,1
367433560,468330478,undirected,1
382962628,468330478,undirected,1
389467780,468330478,undirected,1
421281718,468330478,undirected,1
429847060,468330478,undirected,1
460332811,468330478,undirected,1
463765033,468330478,undirected,1
468330478,534080647,undirected,1
612430332,468330478,undirected,1
465471624,1519058,undirected,1
465471624,5861533,undirected,1
465471624,9333675,undirected,1
465471624,30553242,undirected,1
465471624,54706217,undirected,1
465471624,59405192,undirected,1
465471624,69121508,undirected,1
465471624,84754887,undirected,1
465471624,89850481,undirected,1
465471624,93121204,undirected,1
465471624,93810338,undirected,1
465471624,96798814,undirected,1
465471624,107262942,undirected,1
465471624,107956412,undirected,1
465471624,108533274,undirected,1
465471624,116794804,undirected,1
465471624,119011199,undirected,1
465471624,125824896,undirected,1
465471624,134071923,undirected,1
465471624,134357936,undirected,1
465471624,137171413,undirected,1
465471624,139641707,undirected,1
465471624,142655413,undirected,1
465471624,142840943,undirected,1
465471624,144550399,undirected,1
465471624,146159970,undirected,1
465471624,151287247,undirected,1
465471624,157465123,undirected,1
465471624,163473322,undirected,1
465471624,164624162,undirected,1
465471624,171986143,undirected,1
465471624,175182746,undirected,1
465471624,182180336,undirected,1
465471624,182372055,undirected,1
465471624,183231617,undirected,1
465471624,183989558,undirected,1
465471624,186505769,undirected,1
465471624,187568716,undirected,1
465471624,188160397,undirected,1
465471624,204947989,undirected,1
465471624,206202221,undirected,1
465471624,207494674,undirected,1
465471624,213194433,undirected,1
465471624,214672751,undirected,1
465471624,215004109,undirected,1
465471624,216226360,undirected,1
465471624,220766255,undirected,1
465471624,222074776,undirected,1
465471624,227711057,undirected,1
465471624,230486741,undirected,1
465471624,236869472,undirected,1
465471624,239125712,undirected,1
465471624,244193591,undirected,1
465471624,248749582,undirected,1
465471624,251122246,undirected,1
465471624,254186981,undirected,1
465471624,254245122,undirected,1
465471624,267285088,undirected,1
465471624,288112923,undirected,1
465471624,288223796,undirected,1
465471624,292047167,undirected,1
465471624,292615768,undirected,1
465471624,294972281,undirected,1
465471624,305083951,undirected,1
465471624,310372672,undirected,1
465471624,311338832,undirected,1
465471624,325268258,undirected,1
465471624,340717076,undirected,1
465471624,345299384,undirected,1
465471624,353258049,undirected,1
465471624,368880645,undirected,1
465471624,371092644,undirected,1
465471624,386523350,undirected,1
465471624,388535141,undirected,1
465471624,400289503,undirected,1
465471624,403206823,undirected,1
465471624,405493204,undirected,1
465471624,410281471,undirected,1
465471624,421689763,undirected,1
465471624,440850340,undirected,1
465471624,446237479,undirected,1
465471624,451605512,undirected,1
465471624,467071692,undirected,1
465471624,468258444,undirected,1
465471624,469463043,undirected,1
465471624,470215700,undirected,1
465471624,470918870,undirected,1
465471624,471158624,undirected,1
465471624,472808154,undirected,1
465471624,473143470,undirected,1
465471624,473282519,undirected,1
465471624,477787759,undirected,1
465471624,483843835,undirected,1
465471624,484196117,undirected,1
462539817,47455342,undirected,1
462539817,60666545,undirected,1
462539817,77569447,undirected,1
462539817,101706809,undirected,1
462539817,106444365,undirected,1
462539817,150252436,undirected,1
462539817,174158854,undirected,1
462539817,212177569,undirected,1
462539817,215781318,undirected,1
462539817,230486741,undirected,1
462539817,258936644,undirected,1
263913744,462539817,undirected,1
462539817,266580615,undirected,1
270839880,462539817,undirected,1
462539817,272049188,undirected,1
286207200,462539817,undirected,1
462539817,287759907,undirected,1
462539817,303835675,undirected,1
462539817,322806557,undirected,1
462539817,324328122,undirected,1
462539817,329781086,undirected,1
462539817,332555310,undirected,1
339125312,462539817,undirected,1
462539817,344236441,undirected,1
462539817,344664187,undirected,1
353349760,462539817,undirected,1
462539817,354585563,undirected,1
462539817,364182044,undirected,1
462539817,372749222,undirected,1
462539817,379367485,undirected,1
389651240,462539817,undirected,1
462539817,391850370,undirected,1
462539817,396136078,undirected,1
462539817,400614241,undirected,1
462539817,403432681,undirected,1
407872128,462539817,undirected,1
462539817,418755721,undirected,1
422877016,462539817,undirected,1
462539817,426064359,undirected,1
462539817,435901997,undirected,1
462539817,437208999,undirected,1
462539817,437217967,undirected,1
437538000,462539817,undirected,1
462539817,438513406,undirected,1
462539817,439714867,undirected,1
441330728,462539817,undirected,1
462539817,444575575,undirected,1
462539817,444577013,undirected,1
462539817,455338709,undirected,1
462539817,466076658,undirected,1
462539817,468401818,undirected,1
462539817,470090372,undirected,1
462539817,471262018,undirected,1
462539817,473956327,undirected,1
462539817,476812689,undirected,1
462539817,479213205,undirected,1
462539817,485577318,undirected,1
462539817,487831276,undirected,1
462539817,490744742,undirected,1
462539817,495476747,undirected,1
498638768,462539817,undirected,1
462539817,501877974,undirected,1
462539817,502085542,undirected,1
462539817,503046373,undirected,1
462539817,505157148,undirected,1
462539817,522213554,undirected,1
462539817,524248159,undirected,1
462539817,524645825,undirected,1
524714936,462539817,undirected,1
462539817,525142714,undirected,1
462539817,532899223,undirected,1
462539817,537001225,undirected,1
462539817,538028596,undirected,1
462539817,539587937,undirected,1
542496328,462539817,undirected,1
462539817,542798124,undirected,1
462539817,543666347,undirected,1
462539817,544172434,undirected,1
462539817,544310900,undirected,1
462539817,546731753,undirected,1
462539817,549550789,undirected,1
550295336,462539817,undirected,1
551179312,462539817,undirected,1
462539817,552750210,undirected,1
462539817,553151013,undirected,1
462539817,553281284,undirected,1
555371520,462539817,undirected,1
