Source,Target,Type,Weight
567268592,347838564,undirected,1
567268592,353374369,undirected,1
567268592,353747982,undirected,1
567268592,353855709,undirected,1
567268592,359609817,undirected,1
567268592,360419228,undirected,1
567268592,360738713,undirected,1
567268592,363801796,undirected,1
567268592,368951561,undirected,1
567268592,369408882,undirected,1
567268592,370568630,undirected,1
567268592,371292525,undirected,1
567268592,376262897,undirected,1
567268592,383515767,undirected,1
567268592,384350961,undirected,1
567268592,387345284,undirected,1
567268592,389467780,undirected,1
567268592,393865805,undirected,1
567268592,395461353,undirected,1
567268592,400814798,undirected,1
567268592,401925817,undirected,1
567268592,405894455,undirected,1
567268592,411031236,undirected,1
567268592,415095755,undirected,1
567268592,416365733,undirected,1
567268592,417498581,undirected,1
567268592,417768891,undirected,1
567268592,418301654,undirected,1
567268592,420404089,undirected,1
567268592,424126473,undirected,1
567268592,426281483,undirected,1
567268592,428769261,undirected,1
567268592,429937183,undirected,1
567268592,430214100,undirected,1
567268592,431191549,undirected,1
567268592,431334436,undirected,1
567268592,431926178,undirected,1
567268592,432437105,undirected,1
567268592,432623042,undirected,1
567268592,433984110,undirected,1
567268592,434983061,undirected,1
567268592,436008846,undirected,1
567268592,436370333,undirected,1
567268592,438255226,undirected,1
567268592,441288825,undirected,1
567268592,442004164,undirected,1
567268592,444273666,undirected,1
567268592,445599403,undirected,1
567268592,446383638,undirected,1
567268592,446684174,undirected,1
567268592,448110007,undirected,1
567268592,448554660,undirected,1
567268592,451591990,undirected,1
567268592,452015583,undirected,1
567268592,452621055,undirected,1
567268592,453732014,undirected,1
567268592,454884865,undirected,1
567268592,455795760,undirected,1
567268592,457244687,undirected,1
567268592,458299951,undirected,1
567268592,458401804,undirected,1
567268592,460332811,undirected,1
567268592,469360738,undirected,1
567268592,469807139,undirected,1
567268592,474697506,undirected,1
567268592,478971871,undirected,1
567268592,482381517,undirected,1
567268592,482828281,undirected,1
567268592,483791375,undirected,1
567268592,485738251,undirected,1
567268592,487267869,undirected,1
567268592,490446828,undirected,1
567268592,493006389,undirected,1
567268592,494633651,undirected,1
567268592,498476813,undirected,1
567268592,501036384,undirected,1
567268592,503537627,undirected,1
567268592,505971560,undirected,1
567268592,506254657,undirected,1
567268592,506486095,undirected,1
567268592,507303473,undirected,1
567268592,514212852,undirected,1
567268592,516727536,undirected,1
567268592,516835045,undirected,1
567268592,518547235,undirected,1
567268592,520787123,undirected,1
567268592,530653467,undirected,1
567268592,531312691,undirected,1
567268592,532495208,undirected,1
567268592,532550801,undirected,1
567268592,537345854,undirected,1
567268592,538334606,undirected,1
567268592,545146677,undirected,1
567268592,545284494,undirected,1
567268592,551861573,undirected,1
567268592,552609122,undirected,1
567268592,559091581,undirected,1
567268592,561011707,undirected,1
567268592,561635385,undirected,1
567268592,564434590,undirected,1
567268592,565955018,undirected,1
567268592,573264074,undirected,1
567268592,581401343,undirected,1
567268592,589204346,undirected,1
567268592,591131943,undirected,1
567268592,591743404,undirected,1
567268592,593241562,undirected,1
567268592,595705770,undirected,1
567268592,604773314,undirected,1
567268592,607666544,undirected,1
567268592,607839863,undirected,1
567268592,609801386,undirected,1
567268592,613193510,undirected,1
567268592,613274131,undirected,1
567268592,620710071,undirected,1
567268592,620838646,undirected,1
567268592,622271192,undirected,1
567268592,629776514,undirected,1
567268592,646811737,undirected,1
567268592,652205771,undirected,1
567268592,656420483,undirected,1
567268592,658521482,undirected,1
567268592,666266342,undirected,1
567268592,678910174,undirected,1
562650139,5176207,undirected,1
562650139,22150269,undirected,1
72886498,562650139,undirected,1
562650139,86777309,undirected,1
562650139,109774975,undirected,1
146456944,562650139,undirected,1
562650139,147563701,undirected,1
147878682,562650139,undirected,1
562650139,148264020,undirected,1
153398811,562650139,undirected,1
154504362,562650139,undirected,1
156887594,562650139,undirected,1
562650139,157756870,undirected,1
562650139,160975827,undirected,1
161918346,562650139,undirected,1
171384962,562650139,undirected,1
562650139,171717559,undirected,1
562650139,172563691,undirected,1
173017201,562650139,undirected,1
562650139,173601100,undirected,1
174385786,562650139,undirected,1
176797210,562650139,undirected,1
181840952,562650139,undirected,1
562650139,192719406,undirected,1
208700145,562650139,undirected,1
211225066,562650139,undirected,1
211233345,562650139,undirected,1
562650139,211240311,undirected,1
211409545,562650139,undirected,1
212177569,562650139,undirected,1
562650139,212629423,undirected,1
216226360,562650139,undirected,1
217627922,562650139,undirected,1
220593755,562650139,undirected,1
562650139,222012988,undirected,1
222550850,562650139,undirected,1
562650139,223181740,undirected,1
562650139,223411791,undirected,1
562650139,225619021,undirected,1
562650139,230486741,undirected,1
235164480,562650139,undirected,1
236404835,562650139,undirected,1
562650139,236982327,undirected,1
562650139,237687852,undirected,1
562650139,243243243,undirected,1
247482545,562650139,undirected,1
562650139,253517188,undirected,1
254175850,562650139,undirected,1
562650139,255866567,undirected,1
258249442,562650139,undirected,1
562650139,260034669,undirected,1
264654897,562650139,undirected,1
273595617,562650139,undirected,1
274149794,562650139,undirected,1
562650139,284190423,undirected,1
562650139,295473527,undirected,1
296031576,562650139,undirected,1
562650139,297682948,undirected,1
301436195,562650139,undirected,1
562650139,303326125,undirected,1
306405395,562650139,undirected,1
562650139,317306893,undirected,1
318389768,562650139,undirected,1
562650139,318900476,undirected,1
562650139,320988581,undirected,1
562650139,323858413,undirected,1
325151587,562650139,undirected,1
325291296,562650139,undirected,1
562650139,332034862,undirected,1
562650139,337239155,undirected,1
562650139,349190446,undirected,1
562650139,352816365,undirected,1
562650139,354261790,undirected,1
354871594,562650139,undirected,1
562650139,360712395,undirected,1
562650139,372226399,undirected,1
562650139,387241083,undirected,1
388597760,562650139,undirected,1
389610499,562650139,undirected,1
562650139,391246227,undirected,1
397664826,562650139,undirected,1
562650139,400896389,undirected,1
562650139,404348885,undirected,1
562650139,409593957,undirected,1
436170474,562650139,undirected,1
562650139,445130853,undirected,1
562650139,457530309,undirected,1
466986537,562650139,undirected,1
562650139,479107804,undirected,1
562650139,480414766,undirected,1
480434312,562650139,undirected,1
562650139,485292845,undirected,1
562650139,487398565,undirected,1
562650139,497373246,undirected,1
520224402,562650139,undirected,1
562650139,523135358,undirected,1
562650139,529225604,undirected,1
562650139,534283700,undirected,1
535097690,562650139,undirected,1
539275545,562650139,undirected,1
562650139,542158175,undirected,1
562650139,543007548,undirected,1
562650139,547140887,undirected,1
547609762,562650139,undirected,1
562650139,553996605,undirected,1
562650139,556595141,undirected,1
559087673,562650139,undirected,1
559257282,562650139,undirected,1
562650139,559283852,undirected,1
562650139,559478613,undirected,1
562650139,559986836,undirected,1
562650139,560001949,undirected,1
562650139,560219692,undirected,1
560298097,562650139,undirected,1
563425656,562650139,undirected,1
565451482,562650139,undirected,1
562650139,565568309,undirected,1
562650139,568452903,undirected,1
562650139,568739303,undirected,1
562650139,569325411,undirected,1
562650139,570240125,undirected,1
562650139,575646460,undirected,1
578816531,562650139,undirected,1
562650139,579034661,undirected,1
562650139,582406871,undirected,1
585537752,562650139,undirected,1
562650139,588990468,undirected,1
562650139,590061243,undirected,1
596545352,562650139,undirected,1
562650139,596653621,undirected,1
597021457,562650139,undirected,1
611001568,562650139,undirected,1
560718899,6196203,undirected,1
560718899,28772711,undirected,1
41681962,560718899,undirected,1
560718899,93686172,undirected,1
101706809,560718899,undirected,1
560718899,103154277,undirected,1
560718899,129528076,undirected,1
132458329,560718899,undirected,1
152522946,560718899,undirected,1
164998122,560718899,undirected,1
165558088,560718899,undirected,1
560718899,167206355,undirected,1
173017201,560718899,undirected,1
174831994,560718899,undirected,1
560718899,179828462,undirected,1
181362553,560718899,undirected,1
188233819,560718899,undirected,1
560718899,192696181,undirected,1
207954824,560718899,undirected,1
212177569,560718899,undirected,1
560718899,215448491,undirected,1
219629233,560718899,undirected,1
560718899,221088397,undirected,1
222184291,560718899,undirected,1
560718899,225176319,undirected,1
560718899,225619021,undirected,1
228591736,560718899,undirected,1
560718899,230486741,undirected,1
560718899,234601139,undirected,1
560718899,240913532,undirected,1
560718899,250193500,undirected,1
560718899,255470622,undirected,1
259618514,560718899,undirected,1
560718899,267055060,undirected,1
274208962,560718899,undirected,1
279073153,560718899,undirected,1
279331395,560718899,undirected,1
282906121,560718899,undirected,1
560718899,286248222,undirected,1
560718899,305083951,undirected,1
560718899,305601589,undirected,1
560718899,307422911,undirected,1
560718899,312332901,undirected,1
560718899,312808652,undirected,1
560718899,322806557,undirected,1
560718899,327333567,undirected,1
335979810,560718899,undirected,1
560718899,339352557,undirected,1
352614338,560718899,undirected,1
355414754,560718899,undirected,1
560718899,356337327,undirected,1
560718899,364218619,undirected,1
369637096,560718899,undirected,1
370154833,560718899,undirected,1
560718899,372940667,undirected,1
376560610,560718899,undirected,1
560718899,376992444,undirected,1
560718899,382454022,undirected,1
383253048,560718899,undirected,1
388026930,560718899,undirected,1
560718899,388535141,undirected,1
392122352,560718899,undirected,1
560718899,397059711,undirected,1
403321107,560718899,undirected,1
560718899,409593957,undirected,1
560718899,427242723,undirected,1
455795760,560718899,undirected,1
465304067,560718899,undirected,1
560718899,492454262,undirected,1
494493152,560718899,undirected,1
498312642,560718899,undirected,1
560718899,501351541,undirected,1
560718899,501877974,undirected,1
560718899,504996814,undirected,1
560718899,507060932,undirected,1
560718899,508764635,undirected,1
560718899,510008967,undirected,1
514908466,560718899,undirected,1
560718899,530523116,undirected,1
539275545,560718899,undirected,1
539450386,560718899,undirected,1
550929776,560718899,undirected,1
560718899,552536343,undirected,1
560718899,562409319,undirected,1
560718899,591359118,undirected,1
560718899,604126871,undirected,1
638724968,560718899,undirected,1
638974962,560718899,undirected,1
560718899,651093310,undirected,1
7329136,559091581,undirected,1
8496589,559091581,undirected,1
559091581,9004007,undirected,1
12146210,559091581,undirected,1
12616296,559091581,undirected,1
559091581,14680230,undirected,1
14946154,559091581,undirected,1
15959529,559091581,undirected,1
16594848,559091581,undirected,1
21327932,559091581,undirected,1
559091581,25229375,undirected,1
25596785,559091581,undirected,1
34339780,559091581,undirected,1
35297403,559091581,undirected,1
36764776,559091581,undirected,1
42959080,559091581,undirected,1
49538699,559091581,undirected,1
559091581,50502102,undirected,1
54613725,559091581,undirected,1
55515883,559091581,undirected,1
559091581,59437278,undirected,1
62130729,559091581,undirected,1
65713937,559091581,undirected,1
559091581,66877487,undirected,1
70068258,559091581,undirected,1
559091581,74377326,undirected,1
76611333,559091581,undirected,1
78618472,559091581,undirected,1
81753531,559091581,undirected,1
82431948,559091581,undirected,1
559091581,82610309,undirected,1
84024411,559091581,undirected,1
85733693,559091581,undirected,1
88202097,559091581,undirected,1
94060969,559091581,undirected,1
102890323,559091581,undirected,1
116098329,559091581,undirected,1
559091581,117130381,undirected,1
122072698,559091581,undirected,1
123497795,559091581,undirected,1
559091581,124428246,undirected,1
129823568,559091581,undirected,1
131635509,559091581,undirected,1
131711163,559091581,undirected,1
132419954,559091581,undirected,1
132554348,559091581,undirected,1
559091581,134131133,undirected,1
135106621,559091581,undirected,1
559091581,135383030,undirected,1
559091581,135748501,undirected,1
559091581,138115135,undirected,1
559091581,138345909,undirected,1
559091581,143259166,undirected,1
144670643,559091581,undirected,1
559091581,144717679,undirected,1
145484481,559091581,undirected,1
145674730,559091581,undirected,1
145678171,559091581,undirected,1
145991076,559091581,undirected,1
559091581,146294454,undirected,1
146388764,559091581,undirected,1
147429826,559091581,undirected,1
147824578,559091581,undirected,1
148341524,559091581,undirected,1
559091581,151029742,undirected,1
151113333,559091581,undirected,1
559091581,152464525,undirected,1
152733995,559091581,undirected,1
559091581,154331071,undirected,1
154494556,559091581,undirected,1
154809660,559091581,undirected,1
155264882,559091581,undirected,1
156101069,559091581,undirected,1
158173538,559091581,undirected,1
158237100,559091581,undirected,1
159069355,559091581,undirected,1
159818753,559091581,undirected,1
559091581,159882182,undirected,1
160508170,559091581,undirected,1
559091581,160906759,undirected,1
559091581,161192535,undirected,1
559091581,161715135,undirected,1
559091581,162206454,undirected,1
559091581,163786670,undirected,1
164825676,559091581,undirected,1
166499160,559091581,undirected,1
166654940,559091581,undirected,1
166707075,559091581,undirected,1
559091581,166923806,undirected,1
166948181,559091581,undirected,1
168162786,559091581,undirected,1
168418042,559091581,undirected,1
168732973,559091581,undirected,1
559091581,170507246,undirected,1
170757089,559091581,undirected,1
559091581,171360695,undirected,1
171593145,559091581,undirected,1
171803440,559091581,undirected,1
172075538,559091581,undirected,1
172738483,559091581,undirected,1
172908876,559091581,undirected,1
559091581,173294070,undirected,1
559091581,173304749,undirected,1
174095691,559091581,undirected,1
175164032,559091581,undirected,1
559091581,175611367,undirected,1
176628245,559091581,undirected,1
178025458,559091581,undirected,1
179188786,559091581,undirected,1
559091581,180847031,undirected,1
181202218,559091581,undirected,1
181556648,559091581,undirected,1
559091581,181850279,undirected,1
182086796,559091581,undirected,1
182087746,559091581,undirected,1
559091581,182089382,undirected,1
182276192,559091581,undirected,1
559091581,183086927,undirected,1
559091581,183389246,undirected,1
183413825,559091581,undirected,1
184932889,559091581,undirected,1
559091581,186364983,undirected,1
190596989,559091581,undirected,1
190644891,559091581,undirected,1
559091581,190801279,undirected,1
559091581,191073102,undirected,1
559091581,191530278,undirected,1
559091581,192141630,undirected,1
193099377,559091581,undirected,1
195254516,559091581,undirected,1
559091581,195589846,undirected,1
196187659,559091581,undirected,1
196349784,559091581,undirected,1
196639640,559091581,undirected,1
559091581,196732943,undirected,1
198709701,559091581,undirected,1
199546148,559091581,undirected,1
200371244,559091581,undirected,1
202105044,559091581,undirected,1
203332113,559091581,undirected,1
559091581,203737991,undirected,1
559091581,205517685,undirected,1
206202221,559091581,undirected,1
207804909,559091581,undirected,1
208306756,559091581,undirected,1
559091581,208398998,undirected,1
208659517,559091581,undirected,1
208853138,559091581,undirected,1
208956756,559091581,undirected,1
209477236,559091581,undirected,1
210512321,559091581,undirected,1
210889272,559091581,undirected,1
211566068,559091581,undirected,1
211772501,559091581,undirected,1
212090069,559091581,undirected,1
212448475,559091581,undirected,1
212756029,559091581,undirected,1
559091581,213357134,undirected,1
213419484,559091581,undirected,1
213865312,559091581,undirected,1
215161443,559091581,undirected,1
215506932,559091581,undirected,1
215887619,559091581,undirected,1
216162176,559091581,undirected,1
559091581,217498391,undirected,1
219243472,559091581,undirected,1
559091581,219526501,undirected,1
219818563,559091581,undirected,1
220706888,559091581,undirected,1
221047909,559091581,undirected,1
221579528,559091581,undirected,1
221994498,559091581,undirected,1
559091581,223258566,undirected,1
223790099,559091581,undirected,1
224611835,559091581,undirected,1
224779088,559091581,undirected,1
225187349,559091581,undirected,1
227041545,559091581,undirected,1
228607417,559091581,undirected,1
559091581,228812575,undirected,1
228928657,559091581,undirected,1
228954928,559091581,undirected,1
230125581,559091581,undirected,1
559091581,230199751,undirected,1
230486741,559091581,undirected,1
559091581,230758447,undirected,1
232626728,559091581,undirected,1
232698932,559091581,undirected,1
233212138,559091581,undirected,1
234502067,559091581,undirected,1
236173864,559091581,undirected,1
236324898,559091581,undirected,1
237470881,559091581,undirected,1
238481588,559091581,undirected,1
240200989,559091581,undirected,1
240393556,559091581,undirected,1
240610689,559091581,undirected,1
240873957,559091581,undirected,1
241877365,559091581,undirected,1
559091581,243224374,undirected,1
245296348,559091581,undirected,1
246508924,559091581,undirected,1
247747589,559091581,undirected,1
248366875,559091581,undirected,1
559091581,249072214,undirected,1
249904464,559091581,undirected,1
251259851,559091581,undirected,1
251759221,559091581,undirected,1
559091581,252268254,undirected,1
253423713,559091581,undirected,1
253423920,559091581,undirected,1
253734709,559091581,undirected,1
254575056,559091581,undirected,1
257139625,559091581,undirected,1
257149140,559091581,undirected,1
257262004,559091581,undirected,1
559091581,257414359,undirected,1
257696257,559091581,undirected,1
258019339,559091581,undirected,1
258218419,559091581,undirected,1
258963804,559091581,undirected,1
259618514,559091581,undirected,1
261697233,559091581,undirected,1
263550501,559091581,undirected,1
263922873,559091581,undirected,1
265562403,559091581,undirected,1
265690957,559091581,undirected,1
268908292,559091581,undirected,1
559091581,269246894,undirected,1
269704467,559091581,undirected,1
270581586,559091581,undirected,1
270727915,559091581,undirected,1
271525274,559091581,undirected,1
272089251,559091581,undirected,1
559091581,273114614,undirected,1
273374260,559091581,undirected,1
274056114,559091581,undirected,1
275544401,559091581,undirected,1
276321572,559091581,undirected,1
559091581,276729518,undirected,1
280169185,559091581,undirected,1
559091581,280439095,undirected,1
281866564,559091581,undirected,1
282784461,559091581,undirected,1
283208397,559091581,undirected,1
284193057,559091581,undirected,1
284673936,559091581,undirected,1
559091581,285382822,undirected,1
559091581,288195742,undirected,1
290564461,559091581,undirected,1
559091581,291061031,undirected,1
291692420,559091581,undirected,1
291703332,559091581,undirected,1
559091581,292860599,undirected,1
293191171,559091581,undirected,1
559091581,294022086,undirected,1
294363544,559091581,undirected,1
296319900,559091581,undirected,1
297098826,559091581,undirected,1
297530859,559091581,undirected,1
559091581,297981279,undirected,1
559091581,299988087,undirected,1
559091581,300731998,undirected,1
301316978,559091581,undirected,1
301964362,559091581,undirected,1
304524195,559091581,undirected,1
304975992,559091581,undirected,1
305609042,559091581,undirected,1
559091581,306125237,undirected,1
306548809,559091581,undirected,1
559091581,307303014,undirected,1
309502625,559091581,undirected,1
314455596,559091581,undirected,1
314581253,559091581,undirected,1
559091581,314944038,undirected,1
317549669,559091581,undirected,1
317816713,559091581,undirected,1
318355368,559091581,undirected,1
318454040,559091581,undirected,1
318733212,559091581,undirected,1
319044634,559091581,undirected,1
319399865,559091581,undirected,1
323728465,559091581,undirected,1
324659532,559091581,undirected,1
559091581,324683159,undirected,1
326423528,559091581,undirected,1
327286250,559091581,undirected,1
559091581,327318102,undirected,1
327484866,559091581,undirected,1
559091581,328196789,undirected,1
328262424,559091581,undirected,1
559091581,334606213,undirected,1
334691992,559091581,undirected,1
559091581,337498038,undirected,1
339108473,559091581,undirected,1
559091581,340772239,undirected,1
342244608,559091581,undirected,1
343413756,559091581,undirected,1
559091581,343739541,undirected,1
345047659,559091581,undirected,1
345959440,559091581,undirected,1
349555283,559091581,undirected,1
350221920,559091581,undirected,1
353925884,559091581,undirected,1
354843308,559091581,undirected,1
559091581,355394494,undirected,1
357614713,559091581,undirected,1
